Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,PreferredDayOfWeek,PreferredHour,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,AvgLinesPerInvoice,SupportTicketsCount,SatisfactionScore,SpendingCategory,PreferredTimeOfDay,Region,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Churn,RegMonth,RegWeekday,RegIsWeekend,AccountAgeDays,RegSeason,IsNewClient,AvgBasketValue,CancellationRate,SpendingVolatility,EngagementScore,ProductsPerTransaction
9,3000.36,5.485118829981719,10.89924716519012,-165.0,165.0,2543,4.6489945155393055,-1,72,6,15,0.4314442413162705,0.4633699633699634,339,343,37.66666666666666,1,0,0.0018281535648994,547,60.77777777777778,2.0,1.0,VIP,Après-midi,UK,Semaine,Petit,Explorateur,M,Active,0,11,0,0,424,automne,0,300.036,0.0018248175182481751,1.6806549657658076,0.3333333333333333,0.6186131386861314
1,177.14999999999998,25.307142857142853,9.165443641355129,14.85,35.400000000000006,69,9.857142857142858,3,24,4,8,0.0,0.0,7,7,7.0,0,0,0.0,7,7.0,1.0,1.0,Medium,Matin,UK,Inconnu,Moyen,Modéré,F,Active,1,3,6,1,642,printemps,0,88.57499999999999,0.0,0.34840133309522625,0.5,0.875
2,409.98,18.635454545454547,5.969843841997501,11.7,38.25,212,9.636363636363637,3,48,4,8,0.0,0.0,22,22,11.0,0,0,0.0,22,11.0,1.0,5.0,Medium,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,1,4,3,0,267,printemps,1,136.66,0.0,0.30403390093047133,2.5,0.9565217391304348
13,5669.650000000001,36.11242038216561,52.75317064722239,-13.5,325.44,2455,15.636942675159236,-2,96,4,9,0.0,1.6538461538461535,94,94,7.230769230769231,1,1,0.0063694267515923,157,12.076923076923077,1.0,3.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,Unknown,Active,0,1,4,0,350,hiver,1,404.975,0.006329113924050633,1.4214424740826914,1.5,0.5949367088607594
1,183.6,22.95,11.947384651043926,10.2,51.0,128,16.0,4,60,4,10,0.0,0.0,8,8,8.0,0,0,0.0,8,8.0,4.0,4.0,Medium,Matin,UK,Inconnu,Grand,Modéré,Unknown,Active,1,12,1,0,374,hiver,0,91.8,0.0,0.4988469582899343,0.8,0.8888888888888888
23,8093.59,69.1759829059829,46.05431585339037,-26.1,226.8,2812,24.03418803418804,-18,120,3,10,0.0,2.181034482758621,23,23,1.0,3,0,0.0256410256410256,117,5.086956521739131,3.0,1.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,F,Active,0,3,6,1,278,printemps,1,337.23291666666665,0.025423728813559324,0.6562689106199034,0.25,0.19491525423728814
3,950.26,5.622840236686391,5.118174454058878,0.85,46.8,417,2.467455621301775,1,72,4,10,0.0,1.4464285714285714,135,135,45.0,0,0,0.0,169,56.333333333333336,0.0,3.0,High,Matin,UK,Inconnu,Petit,Explorateur,F,Active,0,3,3,0,295,printemps,1,237.565,0.0,0.772806571070127,3.0,0.7941176470588235
2,732.6300000000002,52.3307142857143,39.14833613996223,-19.8,102.0,577,41.21428571428572,-4,96,4,12,0.0714285714285714,0.6153846153846154,13,13,6.5,1,0,0.0714285714285714,14,7.0,0.0,5.0,High,Midi,UK,Semaine,Grand,Modéré,M,Active,1,1,5,1,363,hiver,1,244.21000000000006,0.06666666666666667,0.7340673505745431,5.0,0.8666666666666667
3,1117.1299999999997,19.260862068965512,9.384474914412513,8.5,76.5,485,8.362068965517242,2,24,3,12,0.0,3.526315789473684,56,56,18.666666666666668,0,0,0.0,58,19.33333333333333,0.0,3.0,High,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,3,3,0,302,printemps,1,279.2824999999999,0.0,0.46318240963631757,3.0,0.9491525423728814
1,152.55,21.792857142857144,10.437210218389644,15.0,38.25,45,6.428571428571429,3,12,4,12,0.0,0.0,7,7,7.0,0,0,0.0,7,7.0,1.0,1.0,Medium,Midi,UK,Inconnu,Moyen,Modéré,M,Active,1,2,1,0,325,hiver,1,76.275,0.0,0.4579158353414447,0.5,0.875
4,233.81,2.656931818181818,2.687097035474608,0.19,17.4,295,3.352272727272727,1,48,4,12,0.0,1.206896551724138,74,74,18.5,0,0,0.0,88,22.0,1.0,4.0,Medium,Midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,1,1,0,0,333,hiver,1,46.762,0.0,0.7347954977215299,2.0,0.8314606741573034
20,4379.65,23.802445652173912,23.64704769052375,-11.55,158.4,2670,14.51086956521739,-7,288,4,12,0.108695652173913,1.4043715846994536,86,87,4.3,5,0,0.0271739130434782,184,9.2,3.0,5.0,VIP,Midi,UK,Semaine,Moyen,Explorateur,F,Active,0,1,6,1,348,hiver,1,208.55476190476188,0.02702702702702703,0.9534159663989066,1.25,0.4648648648648649
1,265.99999999999994,3.8,3.355226077179525,0.42,17.85,159,2.271428571428572,1,12,4,12,0.0,0.0,64,64,64.0,0,0,0.0,70,70.0,3.0,5.0,Medium,Midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,1,1,0,0,354,hiver,1,132.99999999999997,0.0,0.6990054327457345,1.25,0.9014084507042254
3,238.95000000000005,18.38076923076924,22.3648770253488,-38.25,53.2,97,7.461538461538462,-3,12,1,12,0.0,18.916666666666668,12,12,4.0,2,0,0.1538461538461538,13,4.333333333333333,2.0,1.0,Medium,Midi,UK,Inconnu,Moyen,Modéré,F,Active,0,4,2,0,261,printemps,1,59.73750000000001,0.14285714285714285,1.153972618890789,0.3333333333333333,0.8571428571428571
7,2456.9800000000005,23.62480769230769,12.961235106911658,-12.75,70.8,1010,9.711538461538462,-5,48,2,12,0.0,2.349514563106796,64,64,9.142857142857142,3,0,0.0288461538461538,104,14.857142857142858,4.0,3.0,VIP,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,3,5,1,650,printemps,0,307.12250000000006,0.02857142857142857,0.5263486833629363,0.6,0.6095238095238096
4,826.52,5.700137931034483,4.491921450134257,0.42,25.0,430,2.9655172413793105,1,20,3,18,0.0,1.4027777777777777,114,114,28.5,0,0,0.0,145,36.25,1.0,4.0,High,Soir,UK,Inconnu,Petit,Explorateur,F,Active,0,2,1,0,325,hiver,1,165.304,0.0,0.6704222355375774,2.0,0.7808219178082192
1,141.41,6.733809523809524,10.859188034190437,0.55,39.9,94,4.476190476190476,1,19,4,13,0.0,0.0,21,21,21.0,0,0,0.0,21,21.0,999.0,5.0,Medium,Midi,UK,Inconnu,Petit,Explorateur,F,Active,1,6,1,0,563,été,0,70.705,0.0,1.4041188887260585,0.005,0.9545454545454546
1,234.24,46.848,59.47754635154346,15.0,152.64,216,43.2,6,144,4,13,0.0,0.0,5,5,5.0,0,0,0.0,5,5.0,0.0,0.0,Medium,Midi,UK,Inconnu,Grand,Modéré,M,Active,1,5,2,0,590,printemps,0,117.12,0.0,1.2430518799436436,0.0,0.8333333333333334
3,719.81,7.126831683168317,5.225055584525982,0.42,20.85,358,3.5445544554455446,1,25,1,14,0.0,2.2,90,90,30.0,0,0,0.0,101,33.666666666666664,1.0,1.0,High,Après-midi,UK,Inconnu,Petit,Explorateur,F,Active,0,5,0,0,578,printemps,0,179.9525,0.0,0.64293882145335,0.5,0.8823529411764706
7,4892.240000000001,181.1940740740741,161.46231911595348,6.6,816.0,2730,101.11111111111111,4,360,3,13,0.037037037037037,9.538461538461538,13,13,1.8571428571428568,0,0,0.0,27,3.857142857142857,1.0,2.0,VIP,Midi,UK,Semaine,Grand,Modéré,F,Active,0,12,6,1,376,hiver,0,611.5300000000001,0.0,0.8862105967854268,1.0,0.4642857142857143
3,841.64,17.176326530612243,8.172027414162482,-8.25,30.6,536,10.93877551020408,-6,24,6,13,0.5714285714285714,5.145833333333333,38,38,12.666666666666666,2,0,0.0408163265306122,49,16.333333333333332,2.0,2.0,High,Midi,UK,Weekend,Moyen,Explorateur,Unknown,Active,0,6,0,0,557,été,0,210.41,0.04,0.4495973045158107,0.6666666666666666,0.76
1,118.75,19.791666666666668,4.756092583904003,17.85,29.5,25,4.166666666666667,3,10,4,14,0.0,0.0,6,6,6.0,0,0,0.0,6,6.0,2.0,3.0,Medium,Après-midi,UK,Inconnu,Petit,Modéré,Unknown,Active,1,2,4,0,329,hiver,1,59.375,0.0,0.22874994391522258,1.0,0.8571428571428571
4,1735.18,17.01156862745098,19.394643730572568,0.65,175.2,998,9.784313725490197,1,84,2,10,0.0,2.297029702970297,100,100,25.0,0,0,0.0,102,25.5,3.0,1.0,High,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,0,3,3,0,659,printemps,0,347.036,0.0,1.0767881538653816,0.25,0.970873786407767
2,629.31,17.980285714285714,12.478408289737043,6.959999999999999,85.0,264,7.542857142857143,1,24,2,8,0.0,6.911764705882353,33,32,16.5,0,0,0.0,35,17.5,2.0,3.0,High,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,0,12,1,0,367,hiver,0,209.76999999999998,0.0,0.6574404873339202,1.0,0.9166666666666666
1,344.9000000000001,17.245000000000005,3.752434297611983,10.2,27.0,96,4.8,2,12,4,17,0.0,0.0,20,20,20.0,0,0,0.0,20,20.0,1.0,3.0,Medium,Après-midi,UK,Inconnu,Petit,Explorateur,F,Active,1,4,1,0,269,printemps,1,172.45000000000005,0.0,0.20566918594749148,1.5,0.9523809523809523
8,2053.7,17.40423728813559,7.788073108711288,-7.5,46.8,1077,9.127118644067796,-2,48,4,10,0.211864406779661,2.102564102564102,82,82,10.25,2,0,0.0169491525423728,118,14.75,2.0,4.0,VIP,Matin,UK,Semaine,Moyen,Explorateur,F,Active,0,4,3,0,631,printemps,0,228.18888888888887,0.01680672268907563,0.42316739274666487,1.3333333333333333,0.6890756302521008
1,211.5,42.3,37.03390338595164,15.0,107.1,66,13.2,12,18,6,10,1.0,0.0,5,5,5.0,0,0,0.0,5,5.0,2.0,2.0,Medium,Matin,UK,Weekend,Moyen,Modéré,M,Active,1,5,4,0,588,printemps,0,105.75,0.0,0.8552864523314467,0.6666666666666666,0.8333333333333334
9,1307.41,3.926156156156156,6.844232573321166,-40.56,40.56,900,2.702702702702702,-24,36,1,12,0.3303303303303303,0.7771084337349398,271,271,30.11111111111111,9,0,0.027027027027027,333,37.0,2.0,3.0,High,Midi,UK,Semaine,Petit,Explorateur,Unknown,Active,0,1,2,0,352,hiver,1,130.741,0.02694610778443114,1.389365735953785,1.0,0.811377245508982
2,425.0,17.708333333333332,7.134753684951396,7.5,31.8,102,4.25,1,12,6,11,0.8333333333333334,6.826086956521739,21,21,10.5,0,0,0.0,24,12.0,2.0,4.0,Medium,Matin,UK,Weekend,Petit,Explorateur,Unknown,Active,1,1,3,0,337,hiver,1,141.66666666666666,0.0,0.3813676802646626,1.3333333333333333,0.84
2,350.39,7.617173913043477,6.105788387730842,1.1,25.200000000000003,341,7.413043478260869,1,36,0,12,0.3695652173913043,1.8888888888888888,43,43,21.5,0,0,0.0,46,23.0,1.0,4.0,Medium,Midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,1,7,1,0,535,été,0,116.79666666666667,0.0,0.708560422401218,2.0,0.9148936170212766
1,138.67999999999998,13.868,4.766596269876442,5.04,17.700000000000003,66,6.6,1,12,6,12,1.0,0.0,10,10,10.0,0,0,0.0,10,10.0,0.0,2.0,Medium,Midi,UK,Weekend,Moyen,Modéré,M,Active,1,4,1,0,633,printemps,0,69.33999999999999,0.0,0.3205943146271484,2.0,0.9090909090909091
5,638.7700000000001,7.427558139534884,8.65307125837193,-8.95,41.3,405,4.709302325581396,-1,30,6,12,0.5465116279069767,2.541176470588235,70,71,14.0,2,0,0.0232558139534883,86,17.2,0.0,2.0,High,Midi,UK,Weekend,Petit,Explorateur,Unknown,Active,0,1,5,1,363,hiver,1,106.46166666666669,0.022988505747126436,1.026759010748218,2.0,0.8045977011494253
8,2043.93,17.321440677966102,9.523299029350792,-1.65,53.1,1937,16.415254237288135,-2,72,6,12,0.4067796610169492,1.948717948717949,81,81,10.125,3,0,0.0254237288135593,118,14.75,0.0,1.0,VIP,Midi,UK,Semaine,Grand,Explorateur,Unknown,Active,0,7,0,0,536,été,0,227.10333333333335,0.025210084033613446,0.5197898569627109,1.0,0.680672268907563
1,172.9,21.6125,42.94261744301508,2.9,127.5,34,4.25,1,10,6,12,1.0,0.0,8,8,8.0,0,0,0.0,8,8.0,3.0,3.0,Medium,Midi,UK,Weekend,Petit,Modéré,F,Active,1,1,5,1,335,hiver,1,86.45,0.0,1.8990654480050893,0.75,0.8888888888888888
5,1708.1199999999997,22.18337662337662,16.695276404955607,2.88,90.0,1416,18.38961038961039,1,272,2,9,0.1948051948051948,2.789473684210526,57,57,11.4,0,0,0.0,77,15.4,2.0,4.0,High,Matin,Europe continentale,Semaine,Grand,Explorateur,F,Active,0,1,2,0,338,hiver,1,284.6866666666666,0.0,0.7201399811674184,1.3333333333333333,0.7307692307692307
4,1054.67,3.920706319702602,4.916937360462673,0.39,53.7,677,2.516728624535316,1,24,6,14,0.5315985130111525,0.8097014925373134,218,219,54.5,0,0,0.0,269,67.25,2.0,1.0,High,Après-midi,UK,Weekend,Petit,Explorateur,Unknown,Active,0,4,2,0,261,printemps,1,210.93400000000003,0.0,0.9992340613328541,0.3333333333333333,0.8074074074074075
1,320.62,26.718333333333334,32.67056440877443,10.08,125.0,155,12.916666666666666,1,24,6,13,1.0,0.0,12,12,12.0,0,0,0.0,12,12.0,5.0,3.0,Medium,Midi,UK,Weekend,Moyen,Modéré,F,Pending,1,4,2,0,618,printemps,0,160.31,0.0,1.1786626568014347,0.5,0.9230769230769231
16,7024.530000000001,19.899518413597736,8.940170964231521,-29.700000000000003,53.1,3439,9.742209631728045,-6,36,2,13,0.0566572237960339,0.71875,108,109,6.75,2,2,0.0056657223796034,353,22.0625,2.0,3.0,VIP,Midi,UK,Semaine,Moyen,Explorateur,F,Active,0,12,0,0,375,hiver,0,413.20764705882357,0.005649717514124294,0.4277692331137558,1.0,0.3050847457627119
4,247.96,15.4975,5.559059272934584,6.8,32.849999999999994,84,5.25,1,24,1,14,0.375,15.2,15,15,3.75,0,0,0.0,16,4.0,2.0,1.0,Medium,Après-midi,UK,Semaine,Moyen,Modéré,F,Active,0,9,2,0,457,automne,0,49.592,0.0,0.33696373832002324,0.3333333333333333,0.8823529411764706
8,2350.0,29.012345679012345,17.725299593491005,-4.25,83.4,1567,19.34567901234568,-5,144,1,14,0.2098765432098765,2.6125,74,74,9.25,1,0,0.0123456790123456,81,10.125,2.0,4.0,VIP,Après-midi,UK,Semaine,Grand,Explorateur,F,Active,0,3,5,1,286,printemps,1,261.1111111111111,0.012195121951219513,0.590600274402621,1.3333333333333333,0.9024390243902439
9,1680.7600000000002,15.562592592592594,12.844691428311648,-5.8500000000000005,59.400000000000006,753,6.972222222222222,-9,48,1,11,0.1481481481481481,1.8130841121495327,69,69,7.666666666666667,5,0,0.0462962962962962,108,12.0,3.0,1.0,High,Matin,UK,Semaine,Moyen,Explorateur,M,Active,0,4,5,1,629,printemps,0,168.07600000000002,0.045871559633027525,0.775524203502794,0.25,0.6330275229357798
7,2606.53,24.360093457943925,24.432570648250447,0.95,133.20000000000002,1616,15.102803738317755,1,72,0,11,0.0841121495327102,2.3679245283018866,60,61,8.571428571428571,0,0,0.0,107,15.285714285714286,2.0,3.0,VIP,Matin,UK,Semaine,Grand,Explorateur,Unknown,Pending,0,2,6,1,313,hiver,1,325.81625,0.0,0.9634258915002959,1.0,0.5555555555555556
1,267.18,7.858235294117647,6.135656083853025,1.3,22.5,106,3.117647058823529,1,18,6,15,1.0,0.0,34,34,34.0,0,0,0.0,34,34.0,2.0,1.0,Medium,Après-midi,UK,Weekend,Petit,Explorateur,Unknown,Active,1,1,2,0,352,hiver,1,133.59,0.0,0.6926499330998168,0.3333333333333333,0.9714285714285714
1,113.5,22.7,4.981465647778774,17.700000000000003,30.0,58,11.6,2,24,6,15,1.0,0.0,5,5,5.0,0,0,0.0,5,5.0,4.0,1.0,Medium,Après-midi,UK,Weekend,Moyen,Modéré,Unknown,Active,1,12,0,0,368,hiver,0,56.75,0.0,0.2101884239569103,0.2,0.8333333333333334
3,538.7299999999999,9.288448275862068,7.486802142559871,0.42,25.200000000000003,283,4.879310344827586,1,12,6,15,0.7413793103448276,4.087719298245614,47,46,15.666666666666666,0,0,0.0,58,19.33333333333333,2.0,3.0,High,Après-midi,UK,Weekend,Petit,Explorateur,M,Active,0,8,3,0,491,été,0,134.68249999999998,0.0,0.7276901182586305,1.0,0.7966101694915254
4,975.23,15.987377049180328,6.934990964098739,-15.9,39.6,583,9.557377049180328,-2,48,3,11,0.2950819672131147,2.85,50,50,12.5,1,0,0.0163934426229508,61,15.25,1.0,2.0,High,Matin,UK,Semaine,Moyen,Explorateur,Unknown,Active,1,5,5,1,601,printemps,0,195.046,0.016129032258064516,0.4082437767773786,1.0,0.8064516129032258
2,204.41,12.775625,10.20905739609033,-11.9,25.5,129,8.0625,-2,24,0,8,0.0,0.6666666666666666,14,14,7.0,2,0,0.125,16,8.0,3.0,4.0,Medium,Matin,UK,Inconnu,Moyen,Modéré,M,Suspended,1,1,0,0,347,hiver,1,68.13666666666667,0.11764705882352941,0.7410957685107086,1.0,0.8235294117647058
1,300.52,14.310476190476187,7.537141683815209,5.04,33.0,341,16.238095238095237,4,36,0,8,0.0,0.0,21,21,21.0,0,0,0.0,21,21.0,1.0,3.0,Medium,Matin,UK,Inconnu,Grand,Explorateur,M,Active,1,5,1,0,591,printemps,0,150.26,0.0,0.49228656183167274,1.5,0.9545454545454546
1,922.1,29.74516129032257,20.27719718813356,9.95,90.0,390,12.580645161290322,1,24,0,8,0.0,0.0,31,31,31.0,0,0,0.0,31,31.0,2.0,2.0,High,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,1,1,0,0,361,hiver,1,461.05,0.0,0.6595248272291895,0.6666666666666666,0.96875
5,677.69,19.36257142857143,18.49395693715321,-4.15,85.92,339,9.685714285714283,-2,48,3,17,0.2285714285714285,6.5,31,31,6.2,2,0,0.0571428571428571,35,7.0,1.0,1.0,High,Après-midi,UK,Semaine,Moyen,Explorateur,F,Active,0,7,6,1,180,été,1,112.94833333333334,0.05555555555555555,0.9082328821792958,0.5,0.8611111111111112
2,584.5,17.71212121212121,5.815080479653612,10.2,45.9,260,7.878787878787879,2,18,0,10,0.2727272727272727,5.4375,33,33,16.5,0,0,0.0,33,16.5,2.0,2.0,High,Matin,UK,Semaine,Moyen,Explorateur,F,Active,0,3,3,0,281,printemps,1,194.83333333333334,0.0,0.31076543454019306,0.6666666666666666,0.9705882352941176
1,158.95000000000002,15.895,3.742581551104354,10.2,23.8,69,6.9,3,12,0,10,0.0,0.0,10,10,10.0,0,0,0.0,10,10.0,1.0,3.0,Medium,Matin,UK,Inconnu,Moyen,Modéré,M,Active,1,1,5,1,349,hiver,1,79.47500000000001,0.0,0.22152006813284134,1.5,0.9090909090909091
5,1677.48,14.9775,6.851583298310961,-9.9,39.6,971,8.669642857142858,-2,24,0,10,0.0,0.7747747747747747,107,107,21.4,4,0,0.0357142857142857,112,22.4,999.0,3.0,High,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,1,3,4,0,301,printemps,1,279.58,0.035398230088495575,0.42882699410489505,0.003,0.9469026548672567
1,298.11,18.631875,6.678851416972831,10.5,31.2,207,12.9375,3,25,0,11,0.0,0.0,16,16,16.0,0,0,0.0,16,16.0,2.0,1.0,Medium,Matin,UK,Inconnu,Moyen,Modéré,M,Active,1,4,0,0,270,printemps,1,149.055,0.0,0.3402044591753376,0.3333333333333333,0.9411764705882353
5,712.24,8.903,6.610955885612835,0.95,39.6,470,5.875,1,24,1,10,0.0,1.5949367088607596,59,59,11.8,0,0,0.0,80,16.0,2.0,3.0,High,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,1,3,1,0,276,printemps,1,118.70666666666666,0.0,0.6675710275283081,1.0,0.7283950617283951
2,758.9199999999998,13.798545454545453,12.186965474421738,1.65,60.84,716,13.018181818181818,1,144,1,14,0.0,3.259259259259259,55,55,27.5,0,0,0.0,55,27.5,2.0,5.0,High,Après-midi,UK,Inconnu,Moyen,Explorateur,F,Active,0,1,2,0,338,hiver,1,252.97333333333327,0.0,0.8235245492102365,1.6666666666666667,0.9821428571428571
1,15.0,15.0,0.0,15.0,15.0,12,12.0,12,12,0,14,0.0,,1,1,1.0,0,0,0.0,1,1.0,1.0,2.0,Low,Après-midi,UK,Inconnu,Moyen,Spécialisé,Unknown,Active,1,2,1,0,325,hiver,1,7.5,0.0,0.0,1.0,0.5
1,200.29,18.208181818181817,12.608407368245857,6.959999999999999,51.0,125,11.363636363636363,2,24,0,15,0.0,0.0,11,11,11.0,0,0,0.0,11,11.0,3.0,5.0,Medium,Après-midi,UK,Inconnu,Moyen,Modéré,F,Active,1,1,6,1,362,hiver,1,100.145,0.0,0.6564081643745773,1.25,0.9166666666666666
4,1503.5,93.96875,190.9030765205213,-93.0,558.0,477,29.8125,-20,120,0,12,0.5,4.533333333333333,9,9,2.25,2,0,0.125,16,4.0,2.0,5.0,High,Midi,UK,Semaine,Grand,Modéré,M,Active,1,8,3,0,148,été,1,300.7,0.11764705882352941,2.0101673078830804,1.6666666666666667,0.5294117647058824
1,114.56,14.32,5.252210419024955,6.8,19.8,96,12.0,2,48,1,8,0.0,0.0,8,8,8.0,0,0,0.0,8,8.0,2.0,2.0,Medium,Matin,UK,Inconnu,Moyen,Modéré,Unknown,Active,1,5,1,0,591,printemps,0,57.28,0.0,0.3428335782653365,0.6666666666666666,0.8888888888888888
3,740.9499999999999,17.231395348837207,14.3726387843601,5.04,102.0,430,10.0,1,40,1,12,0.0,1.880952380952381,42,42,14.0,0,0,0.0,43,14.333333333333334,2.0,3.0,High,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,1,10,2,0,429,automne,0,185.23749999999998,0.0,0.7883455165858593,1.0,0.9545454545454546
5,1448.72,28.9744,40.03311405650607,-8.95,237.6,554,11.08,-2,96,2,12,0.0,5.122448979591836,47,47,9.4,3,0,0.06,50,10.0,0.0,2.0,High,Midi,UK,Inconnu,Moyen,Explorateur,F,Active,0,2,3,0,687,hiver,0,241.45333333333335,0.058823529411764705,1.3355768274429538,2.0,0.9215686274509803
5,977.93,18.80634615384616,15.27316254843015,7.800000000000001,102.0,679,13.057692307692308,2,96,4,11,0.0,4.764705882352941,49,49,9.8,0,0,0.0,52,10.4,2.0,1.0,High,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,7,6,1,537,été,0,162.98833333333332,0.0,0.7711246905307813,0.3333333333333333,0.9245283018867925
5,2144.53,18.4873275862069,17.729739219630446,-3.25,141.6,1776,15.310344827586206,-1,72,1,12,0.0,1.9043478260869569,70,71,14.0,2,0,0.0172413793103448,116,23.2,3.0,5.0,VIP,Midi,UK,Inconnu,Grand,Explorateur,M,Active,0,1,6,1,355,hiver,1,357.4216666666667,0.017094017094017096,0.9098086508372513,1.25,0.5982905982905983
1,517.5500000000001,24.6452380952381,34.77526385508062,9.9,175.2,209,9.952380952380953,1,24,1,12,0.0,0.0,21,21,21.0,0,0,0.0,21,21.0,2.0,5.0,High,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,1,3,6,1,285,printemps,1,258.77500000000003,0.0,1.3560125168632307,1.6666666666666667,0.9545454545454546
1,215.05,23.89444444444445,9.83362993902952,15.0,42.0,135,15.0,2,36,1,13,0.0,0.0,9,9,9.0,0,0,0.0,9,9.0,4.0,3.0,Medium,Midi,UK,Inconnu,Grand,Modéré,F,Active,1,8,1,0,507,été,0,107.525,0.0,0.3950130303560172,0.6,0.9
1,200.16,4.448,3.9964555887345066,0.39,22.95,79,1.7555555555555555,1,9,1,13,0.0,0.0,44,44,44.0,0,0,0.0,45,45.0,2.0,2.0,Medium,Midi,UK,Inconnu,Petit,Explorateur,M,Active,1,1,2,0,352,hiver,1,100.08,0.0,0.7335638011627215,0.6666666666666666,0.9565217391304348
6,912.74,6.084933333333333,5.0300912965771865,-1.95,20.8,651,4.34,-1,12,1,15,0.2666666666666666,1.5906040268456376,79,81,13.166666666666666,1,0,0.0066666666666666,150,25.0,2.0,0.0,High,Après-midi,UK,Semaine,Petit,Explorateur,M,Active,0,6,5,1,566,été,0,130.39142857142858,0.006622516556291391,0.7099701662556956,0.0,0.5231788079470199
12,2838.2,7.905849582172701,17.49300620949606,-15.3,195.0,966,2.6908077994428967,-6,100,1,13,0.1002785515320334,0.6843575418994413,221,222,18.416666666666668,2,0,0.0055710306406685,359,29.916666666666668,4.0,3.0,VIP,Midi,UK,Semaine,Petit,Explorateur,M,Active,0,12,4,0,385,hiver,0,218.3230769230769,0.005555555555555556,1.9642153225350576,0.6,0.6138888888888889
2,617.05,56.095454545454544,43.1617623281618,17.85,159.2,219,19.90909090909091,1,60,2,13,0.0,7.0,11,11,5.5,0,0,0.0,11,5.5,1.0,3.0,High,Midi,UK,Inconnu,Grand,Modéré,Unknown,Active,1,11,1,0,416,automne,0,205.6833333333333,0.0,0.7559579422176257,1.5,0.9166666666666666
2,473.03,4.261531531531531,4.050673613610053,0.55,23.8,240,2.1621621621621623,1,12,1,15,0.0,1.7818181818181815,101,101,50.5,0,0,0.0,111,55.5,2.0,3.0,Medium,Après-midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,0,10,1,0,437,automne,0,157.67666666666665,0.0,0.7698658820792013,1.0,0.9017857142857143
4,1797.78,16.343454545454545,8.565039183419493,5.04,53.1,1224,11.127272727272729,1,25,4,12,0.0,2.293577981651376,97,98,24.25,0,0,0.0,110,27.5,1.0,2.0,High,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,7,4,0,532,été,0,359.556,0.0,0.49384850987857315,1.0,0.8738738738738738
1,237.07,4.087413793103448,3.121386084567114,0.58,19.9,132,2.2758620689655173,1,6,1,15,0.0,0.0,56,56,56.0,0,0,0.0,58,58.0,2.0,3.0,Medium,Après-midi,UK,Inconnu,Petit,Explorateur,M,Active,1,12,6,1,369,hiver,0,118.535,0.0,0.6135506588433003,1.0,0.9491525423728814
6,3218.98,19.748343558282208,16.51203613618625,-43.8,126.0,1596,9.791411042944786,-12,36,3,14,0.0,1.4135802469135803,124,124,20.666666666666668,10,0,0.0613496932515337,163,27.166666666666668,3.0,1.0,VIP,Après-midi,Europe continentale,Inconnu,Moyen,Explorateur,Unknown,Active,0,12,5,1,370,hiver,0,459.8542857142857,0.06097560975609756,0.7958243071213782,0.25,0.7560975609756098
1,292.47,7.9045945945945935,5.760922280809343,2.5,30.0,172,4.648648648648648,1,24,1,16,0.0,0.0,37,37,37.0,0,0,0.0,37,37.0,2.0,1.0,Medium,Après-midi,UK,Inconnu,Petit,Explorateur,F,Active,1,5,0,0,606,printemps,0,146.235,0.0,0.6469606470693712,0.3333333333333333,0.9736842105263158
4,1108.65,18.790677966101697,10.49116802024393,8.4,70.2,1178,19.966101694915253,1,108,1,10,0.0,2.4482758620689653,47,47,11.75,0,0,0.0,59,14.75,2.0,5.0,High,Matin,Europe continentale,Inconnu,Grand,Explorateur,F,Active,1,3,6,1,299,printemps,1,221.73000000000002,0.0,0.530106550074416,1.6666666666666667,0.7833333333333333
2,692.1899999999999,19.776857142857143,16.16155346556042,6.959999999999999,101.88,463,13.228571428571428,1,48,1,8,0.0,6.529411764705882,33,33,16.5,0,0,0.0,35,17.5,2.0,0.0,High,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,0,5,0,0,592,printemps,0,230.73,0.0,0.7778632424739266,0.0,0.9166666666666666
